State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Year_Built,Nearby_Schools,Nearby_Hospitals,Furnished_Status,Parking_Space,Floor,Total_Floors,Facing,Owner_Type,Availability_Status,Security,Amenities,Public_Transport_Accessibility,Price_per_SqFt,Age_of_Property,Future_Price_5Y,Good_Investment
Gujarat,Bangalore,Connaught Place,Independent House,2,1605,100.49471499790096,1996,7,1,Unfurnished,3,19,25,South,Second,Under Construction,Yes,Basic,Good,6261.352959370775,29,147.65970631642998,1
Karnataka,Delhi,T Nagar,Independent House,2,2789,320.8220364592581,2002,9,3,Furnished,3,2,8,North,Third+,Ready to move,Yes,"Gym, Pool",Excellent,11503.120704885554,23,471.39282582574134,1
Karnataka,Bangalore,Whitefield,Apartment,3,1353,390.6922941990141,2008,7,1,Semi-Furnished,2,2,29,East,Third+,Under Construction,Yes,"Gym, Pool, Park",Average,28876.001049446717,17,574.0551572560174,0
Maharashtra,Mumbai,Andheri,Independent House,1,2469,150.38774275720354,2016,0,0,Unfurnished,1,15,4,East,Third+,Ready to move,No,Luxury,Average,6091.038588789127,9,220.9689328397351,1
Delhi,Bangalore,T Nagar,Apartment,3,1497,375.56182462014317,2018,6,3,Furnished,2,1,24,East,First,Under Construction,No,Basic,Average,25087.630235146506,7,551.8235334886141,0
Gujarat,Bangalore,Andheri,Villa,3,2025,393.6688779757937,2012,9,7,Unfurnished,2,3,2,West,Third+,Under Construction,No,"Gym, Pool, Park",Poor,19440.438418557715,13,578.428735372187,0
Tamil Nadu,Hyderabad,Andheri,Penthouse,2,2270,418.9702188878935,2021,9,4,Semi-Furnished,0,8,16,South,First,Under Construction,Yes,"Gym, Pool, Park",Good,18456.837836471077,4,615.6047059550239,1
Maharashtra,Delhi,Connaught Place,Penthouse,4,565,170.18379804604774,1995,3,2,Semi-Furnished,2,6,3,East,Second,Under Construction,No,Basic,Good,30121.026202840305,30,250.05583268551902,0
Delhi,Mumbai,Bandra,Villa,3,2424,347.1711632807884,2017,5,5,Furnished,2,2,9,South,First,Ready to move,Yes,Luxury,Average,14322.24270960348,8,510.10833766377976,1
Tamil Nadu,Bangalore,Connaught Place,Apartment,3,633,166.0415760366858,2023,5,1,Furnished,0,23,26,West,First,Ready to move,Yes,"Gym, Pool, Park",Average,26230.89668826,2,243.9695495868246,0
Karnataka,Pune,Andheri,Villa,2,1798,374.73938599925856,2003,4,6,Unfurnished,1,12,4,North,Second,Ready to move,Yes,Luxury,Good,20842.012569480452,22,550.6151013315036,1
Karnataka,Chennai,T Nagar,Penthouse,2,1856,242.22735926994187,2003,9,3,Semi-Furnished,2,13,2,South,Third+,Ready to move,No,"Gym, Pool, Park",Average,13051.043064113246,22,355.91145994444645,1
Tamil Nadu,Bangalore,Whitefield,Penthouse,4,1040,306.82129977306556,1996,8,2,Semi-Furnished,0,8,19,North,Third+,Ready to move,Yes,Luxury,Good,29502.04805510246,29,450.82115031683486,0
Maharashtra,Mumbai,Connaught Place,Independent House,2,1757,219.60319108667306,2010,9,4,Furnished,1,0,23,South,Third+,Ready to move,Yes,Luxury,Poor,12498.758741415655,15,322.6691344185244,1
Karnataka,Bangalore,Bandra,Apartment,2,2227,97.75180492631566,1998,7,2,Furnished,1,11,25,East,Second,Ready to move,No,Basic,Average,4389.394024531462,27,143.6294715361122,1
Gujarat,Chennai,Andheri,Independent House,2,1006,105.45417421057456,2007,5,7,Unfurnished,2,0,15,East,First,Ready to move,Yes,"Gym, Pool, Park",Average,10482.522287333457,18,154.94677898335573,1
Telangana,Mumbai,Whitefield,Penthouse,2,939,57.23307548582456,2011,3,4,Semi-Furnished,1,8,7,North,Second,Ready to move,Yes,Basic,Good,6095.1092104179515,14,84.09416473293585,1
Tamil Nadu,Delhi,Connaught Place,Penthouse,2,1867,316.67488626639766,2005,3,0,Unfurnished,2,24,8,South,Second,Ready to move,Yes,"Gym, Pool",Excellent,16961.697175489964,20,465.29930160866496,1
Tamil Nadu,Mumbai,Connaught Place,Independent House,2,2765,427.34643101746843,2017,8,0,Unfurnished,1,6,3,West,Second,Ready to move,Yes,Luxury,Average,15455.567125405729,8,627.912109614241,0
Karnataka,Delhi,Connaught Place,Independent House,4,742,30.001676605798853,1996,3,5,Furnished,1,2,23,South,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,4043.352642290951,29,44.08230578797399,1
Maharashtra,Mumbai,Connaught Place,Penthouse,3,3426,51.79496100240968,1998,6,5,Semi-Furnished,1,3,15,North,First,Under Construction,No,Basic,Excellent,1511.8202277410883,27,76.10379043760165,1
Gujarat,Ahmedabad,Whitefield,Independent House,2,1036,239.58415630539696,2006,5,4,Furnished,2,6,1,South,Third+,Ready to move,No,"Gym, Pool",Average,23125.883813262255,19,352.02772761595963,1
Maharashtra,Chennai,T Nagar,Independent House,3,478,374.1059533607309,1996,1,2,Unfurnished,1,24,16,South,Third+,Ready to move,Yes,Luxury,Average,78264.84379931608,29,549.6843809709534,0
Delhi,Chennai,Bandra,Apartment,1,3340,95.69966946173663,1995,4,5,Unfurnished,3,14,28,North,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,2865.259564722654,30,140.61421128060923,1
Delhi,Mumbai,Bandra,Penthouse,3,3020,150.39263338361306,2017,2,7,Semi-Furnished,0,23,22,North,First,Ready to move,Yes,Basic,Excellent,4979.8885226361945,8,220.97611877443174,1
Telangana,Ahmedabad,Andheri,Villa,2,2896,131.36297661526743,2000,8,1,Semi-Furnished,0,23,3,North,Second,Ready to move,Yes,"Gym, Pool, Park",Average,4536.014385886307,25,193.01530979283433,1
Karnataka,Bangalore,Koramangala,Apartment,1,2729,211.54458496215398,2010,9,2,Semi-Furnished,3,0,2,South,First,Ready to move,Yes,Luxury,Good,7751.725355886918,15,310.828398179896,1
Karnataka,Chennai,T Nagar,Villa,4,3122,127.99936496843415,1996,0,5,Semi-Furnished,1,5,15,North,Second,Ready to move,Yes,"Gym, Pool",Average,4099.915597963938,29,188.0730607606907,1
Karnataka,Delhi,Andheri,Independent House,2,2504,189.24736570148144,2008,9,2,Furnished,3,21,4,North,Third+,Under Construction,Yes,Luxury,Poor,7557.802144627853,17,278.0664678856241,1
Telangana,Delhi,Andheri,Independent House,4,590,369.7004473577332,2014,3,6,Furnished,2,4,27,West,Third+,Ready to move,Yes,"Gym, Pool, Park",Poor,62661.09277249715,11,543.211247308238,0
Delhi,Pune,Connaught Place,Villa,2,1043,313.28443925801076,2006,3,1,Furnished,0,10,14,West,Second,Ready to move,Yes,Luxury,Good,30036.858989262775,19,460.3176226263395,1
Maharashtra,Hyderabad,Koramangala,Independent House,1,1886,58.967218588012585,2021,8,2,Furnished,1,16,9,West,Third+,Ready to move,Yes,Basic,Excellent,3126.575746978398,4,86.64218988216977,1
Telangana,Ahmedabad,Koramangala,Independent House,3,2489,326.1179197979445,2013,0,2,Unfurnished,0,2,22,North,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,13102.36720763136,12,479.17421590673064,1
Telangana,Hyderabad,T Nagar,Apartment,3,1909,248.99704234842247,2022,1,3,Furnished,3,11,28,North,First,Ready to move,No,"Gym, Pool, Park",Excellent,13043.32332888541,3,365.8583453626959,1
Maharashtra,Hyderabad,Koramangala,Villa,2,3126,468.5914758594266,1997,0,4,Furnished,3,19,9,West,First,Ready to move,Yes,"Gym, Pool, Park",Poor,14990.130385778204,28,688.5146120294052,0
Karnataka,Delhi,Andheri,Apartment,2,2949,158.86607220994557,2013,0,0,Semi-Furnished,0,9,14,East,First,Under Construction,Yes,"Gym, Pool",Average,5387.116724650578,12,233.42638034900935,1
Gujarat,Pune,Koramangala,Villa,1,1616,368.5598814555968,2005,0,5,Unfurnished,0,6,15,East,First,Ready to move,Yes,"Gym, Pool",Good,22806.92335740079,20,541.5353818047882,0
Maharashtra,Hyderabad,Koramangala,Apartment,4,1189,370.81319506139357,1998,2,6,Furnished,0,14,24,West,Second,Ready to move,Yes,"Gym, Pool, Park",Average,31186.980240655477,27,544.8462387516208,0
Delhi,Hyderabad,Bandra,Penthouse,2,3197,126.32037488440993,2011,3,5,Unfurnished,0,20,5,West,Third+,Under Construction,No,"Gym, Pool",Excellent,3951.215980119172,14,185.60607348956512,1
Tamil Nadu,Mumbai,Andheri,Penthouse,1,1141,453.54733998604934,2011,9,5,Unfurnished,3,17,24,East,First,Ready to move,Yes,"Gym, Pool",Average,39749.9859759903,14,666.4098407994578,0
Tamil Nadu,Mumbai,Whitefield,Villa,4,2612,255.76793620620947,2001,1,4,Unfurnished,1,18,2,West,Third+,Ready to move,Yes,Basic,Good,9792.034311110623,24,375.80700981297497,1
Telangana,Mumbai,Koramangala,Penthouse,2,3202,345.86401610686517,1999,0,2,Unfurnished,0,0,24,North,Second,Ready to move,No,"Gym, Pool",Poor,10801.499566110719,26,508.1877096206246,1
Tamil Nadu,Bangalore,Koramangala,Apartment,2,489,90.01066826408218,2013,4,1,Semi-Furnished,1,21,17,West,Third+,Under Construction,Yes,"Gym, Pool",Average,18407.089624556684,12,132.25520209194673,0
Gujarat,Hyderabad,Connaught Place,Villa,2,2114,143.74588015614523,2019,5,1,Semi-Furnished,0,12,11,South,Third+,Under Construction,Yes,"Gym, Pool",Average,6799.710508805356,6,211.20985763775224,1
Karnataka,Bangalore,Koramangala,Penthouse,3,1386,301.33141660986695,2015,1,0,Unfurnished,2,23,13,East,Third+,Ready to move,Yes,"Gym, Pool, Park",Good,21741.08344948535,10,442.75471084679555,1
Delhi,Pune,Koramangala,Penthouse,1,1047,173.13308881920776,2020,2,0,Unfurnished,1,3,12,North,Second,Ready to move,Yes,"Gym, Pool, Park",Good,16536.111635072375,5,254.3893084251702,0
Gujarat,Ahmedabad,Bandra,Villa,2,3197,259.85260091406724,2013,9,0,Unfurnished,2,17,3,East,Second,Ready to move,Yes,"Gym, Pool",Excellent,8128.013791494127,12,381.80872235254446,1
Delhi,Delhi,Andheri,Penthouse,4,1218,199.52249569917885,2003,2,1,Semi-Furnished,3,11,23,West,Second,Under Construction,Yes,Basic,Good,16381.157282362794,22,293.16400488401086,0
Delhi,Hyderabad,T Nagar,Penthouse,2,642,327.46582238914306,2011,1,2,Semi-Furnished,2,3,20,East,Third+,Ready to move,Yes,"Gym, Pool",Poor,51007.137443791755,14,481.15472702877014,0
Karnataka,Delhi,Andheri,Villa,2,3110,253.82977413478827,2003,3,0,Unfurnished,3,3,13,West,First,Under Construction,Yes,Basic,Excellent,8161.7290718581435,22,372.95921386404694,1
Telangana,Ahmedabad,Connaught Place,Penthouse,2,3305,22.21276926712072,2008,4,0,Unfurnished,0,4,15,North,First,Under Construction,No,Luxury,Average,672.0958931050142,17,32.637845547660646,1
Tamil Nadu,Mumbai,Andheri,Penthouse,3,2299,331.8468022137843,1999,7,6,Unfurnished,3,18,11,North,Third+,Ready to move,Yes,Basic,Excellent,14434.397660451688,26,487.59182368900986,1
Karnataka,Hyderabad,Koramangala,Penthouse,4,618,222.61834738408723,2016,5,1,Unfurnished,0,8,16,East,First,Under Construction,Yes,"Gym, Pool",Average,36022.38630810473,9,327.0993882222553,0
Gujarat,Chennai,Connaught Place,Penthouse,2,408,184.01520343530697,1996,8,5,Semi-Furnished,0,6,7,North,First,Ready to move,Yes,Basic,Good,45101.765547869356,29,270.3787049655605,1
Telangana,Bangalore,Andheri,Independent House,1,829,65.1904410959473,2018,2,2,Furnished,0,24,1,East,Third+,Ready to move,Yes,Basic,Excellent,7863.744402406189,7,95.78614544125197,1
Gujarat,Bangalore,Connaught Place,Villa,2,412,125.77745147191591,2009,9,0,Furnished,3,6,23,East,Second,Ready to move,Yes,Basic,Poor,30528.507638814543,16,184.8083408760356,0
Telangana,Hyderabad,T Nagar,Independent House,2,2198,127.41069995880964,2010,8,7,Semi-Furnished,0,11,19,East,First,Ready to move,Yes,Luxury,Excellent,5796.665148262496,15,187.20811873421968,1
Gujarat,Ahmedabad,Andheri,Independent House,3,3354,468.97735971426994,2013,3,2,Semi-Furnished,2,9,18,East,Second,Ready to move,Yes,"Gym, Pool",Poor,13982.628494760582,12,689.0816020117103,1
Karnataka,Mumbai,Whitefield,Apartment,1,3417,227.60622787834248,1995,7,3,Furnished,2,19,9,South,First,Ready to move,Yes,Basic,Excellent,6660.995840747512,30,334.42822107618764,1
Telangana,Bangalore,Koramangala,Independent House,2,1089,40.19160666328162,2017,9,5,Furnished,0,20,18,South,Third+,Ready to move,No,"Gym, Pool",Good,3690.68931710575,8,59.054656122061665,1
Telangana,Mumbai,Connaught Place,Independent House,3,2182,86.63200747679403,2006,6,5,Furnished,0,12,3,West,Third+,Ready to move,No,Luxury,Average,3970.3028174516053,19,127.29084093520105,1
Delhi,Pune,Whitefield,Apartment,2,1076,57.93568435179779,2013,6,7,Unfurnished,1,22,3,North,Second,Under Construction,Yes,"Gym, Pool, Park",Excellent,5384.357281765594,12,85.12652766671893,1
Delhi,Delhi,Whitefield,Penthouse,3,2631,302.6573072994614,2014,8,0,Furnished,3,5,4,South,Second,Under Construction,Yes,"Gym, Pool",Average,11503.508449238367,11,444.70287926378444,1
Maharashtra,Ahmedabad,Bandra,Penthouse,1,1404,109.57831595207682,2009,9,7,Furnished,1,8,16,South,Second,Ready to move,Yes,"Gym, Pool, Park",Average,7804.7233584100295,16,161.00649623684785,1
Gujarat,Chennai,Connaught Place,Independent House,4,607,259.30766733525246,1999,1,0,Unfurnished,2,18,11,North,Second,Ready to move,Yes,Luxury,Average,42719.54980811408,26,381.00803614520083,0
Delhi,Delhi,Whitefield,Apartment,2,2975,197.62979017758826,1995,4,6,Unfurnished,3,23,23,East,Third+,Ready to move,Yes,Luxury,Excellent,6643.018157229858,30,290.3829995200234,1
Maharashtra,Delhi,Bandra,Penthouse,4,1723,405.8606610292157,2005,2,1,Semi-Furnished,2,15,23,South,Third+,Ready to move,No,"Gym, Pool, Park",Average,23555.464946559237,20,596.3424645188344,0
Delhi,Pune,Whitefield,Apartment,2,3265,173.8350258873739,2021,6,5,Unfurnished,3,10,15,South,Third+,Ready to move,No,"Gym, Pool",Excellent,5324.19681125188,4,255.4206842675734,1
Gujarat,Bangalore,Koramangala,Villa,3,1402,239.96743155046798,2003,2,7,Furnished,3,3,9,South,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,17116.079283200284,22,352.5908846946849,0
Telangana,Chennai,T Nagar,Villa,2,2902,366.21706332695635,2001,4,6,Unfurnished,3,24,26,South,Third+,Ready to move,Yes,Luxury,Average,12619.471513678716,24,538.0930133495408,1
Tamil Nadu,Bangalore,Bandra,Villa,3,2165,228.00857932670687,1996,4,3,Semi-Furnished,2,0,8,East,Third+,Under Construction,Yes,Luxury,Poor,10531.574102850202,29,335.01940735601056,1
Gujarat,Hyderabad,T Nagar,Villa,2,3349,400.74345728633074,2023,1,3,Furnished,0,20,22,North,First,Ready to move,Yes,"Gym, Pool",Average,11966.063221449112,2,588.8236133847075,1
Karnataka,Delhi,Connaught Place,Independent House,3,1953,337.60849099359916,2011,0,3,Semi-Furnished,2,11,6,South,First,Ready to move,No,"Gym, Pool",Excellent,17286.661085181728,14,496.05763478297536,1
Delhi,Hyderabad,Koramangala,Villa,3,2082,217.0539746944237,2010,5,4,Semi-Furnished,3,3,21,South,First,Under Construction,Yes,Basic,Excellent,10425.262953622654,15,318.92349919955353,1
Delhi,Mumbai,Bandra,Villa,3,2691,261.9113243294541,2010,0,1,Semi-Furnished,2,4,18,South,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,9732.862293922486,15,384.83366246913795,1
Telangana,Delhi,Connaught Place,Apartment,3,2385,484.25765880425286,2008,8,1,Unfurnished,2,5,6,South,Second,Ready to move,Yes,"Gym, Pool",Poor,20304.304352379575,17,711.5333744865237,0
Karnataka,Bangalore,Whitefield,Penthouse,1,1170,337.5735183240283,2021,9,7,Unfurnished,1,13,6,North,Third+,Under Construction,Yes,"Gym, Pool",Good,28852.437463592163,4,496.0062484576543,0
Telangana,Delhi,Andheri,Apartment,2,637,454.3977084667159,1996,4,0,Semi-Furnished,3,0,12,East,Third+,Ready to move,Yes,"Gym, Pool, Park",Good,71334.02016745934,29,667.6593110837271,1
Karnataka,Mumbai,Connaught Place,Independent House,3,2792,105.8040816661109,2013,0,1,Semi-Furnished,2,7,5,West,Second,Under Construction,Yes,Luxury,Good,3789.5444722819093,12,155.46090783205693,1
Tamil Nadu,Pune,T Nagar,Villa,1,2757,251.95335499767293,2022,7,0,Semi-Furnished,3,14,14,North,First,Under Construction,Yes,"Gym, Pool, Park",Average,9138.67809204472,3,370.2021385420386,0
Delhi,Hyderabad,Koramangala,Penthouse,2,1984,456.1576015256243,1997,0,6,Semi-Furnished,2,11,6,South,Third+,Ready to move,No,"Gym, Pool, Park",Poor,22991.814593025414,28,670.2451713673465,0
Delhi,Hyderabad,Koramangala,Penthouse,2,1707,174.85378949188046,2002,3,0,Unfurnished,1,18,21,West,First,Ready to move,Yes,Luxury,Good,10243.33857597425,23,256.9175822352969,1
Tamil Nadu,Bangalore,Connaught Place,Villa,2,2485,484.47881511028197,2015,6,4,Unfurnished,2,22,27,South,Third+,Under Construction,No,"Gym, Pool, Park",Poor,19496.129380695453,10,711.8583256563337,0
Maharashtra,Delhi,Whitefield,Villa,3,2219,66.59719542735557,2019,3,6,Semi-Furnished,0,6,28,North,First,Under Construction,No,"Gym, Pool",Good,3001.225571309399,6,97.85312907755015,1
Telangana,Bangalore,Andheri,Independent House,3,431,453.2821617320177,2013,4,1,Unfurnished,3,8,20,East,Third+,Ready to move,Yes,"Gym, Pool, Park",Poor,105169.87511183706,12,666.0202069454524,0
Tamil Nadu,Pune,T Nagar,Independent House,4,691,233.70181859161218,2010,6,1,Furnished,1,10,19,West,First,Ready to move,Yes,"Gym, Pool",Poor,33820.813110218834,15,343.3846436558761,0
Telangana,Delhi,Connaught Place,Villa,2,691,55.39719926775712,2016,3,4,Unfurnished,2,22,14,West,First,Ready to move,Yes,Luxury,Good,8016.960820225342,9,81.39666026019997,1
Gujarat,Delhi,Connaught Place,Villa,4,2042,442.17036444132196,1998,4,4,Semi-Furnished,1,7,1,East,Second,Under Construction,Yes,"Gym, Pool, Park",Average,21653.78866020186,27,649.6933312025229,0
Delhi,Bangalore,Koramangala,Villa,3,3205,140.93130195637445,2002,6,6,Unfurnished,2,3,27,East,Third+,Ready to move,No,Basic,Good,4397.232510339297,23,207.07431886447984,1
Telangana,Bangalore,T Nagar,Villa,4,1805,30.680060237708098,2022,0,6,Furnished,3,9,20,West,First,Ready to move,No,"Gym, Pool, Park",Poor,1699.7263289588973,3,45.079073905179804,1
Karnataka,Mumbai,Andheri,Penthouse,4,977,85.1874106732123,1995,2,1,Furnished,2,19,29,West,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,8719.284613430122,30,125.16825429204286,1
Telangana,Ahmedabad,Koramangala,Independent House,3,1561,336.37507611188556,1998,0,1,Unfurnished,1,9,25,West,Third+,Ready to move,Yes,"Gym, Pool",Average,21548.69161511118,27,494.24534366693064,0
Gujarat,Ahmedabad,Connaught Place,Villa,2,1623,489.34951478633354,2001,2,6,Furnished,0,7,23,West,Second,Under Construction,No,"Gym, Pool",Average,30150.925125467253,24,719.0149814440169,0
Delhi,Pune,Koramangala,Villa,2,3052,73.50182700008807,2019,1,0,Furnished,1,13,7,East,First,Under Construction,Yes,Basic,Excellent,2408.316743122152,6,107.99829810732575,1
Tamil Nadu,Ahmedabad,Koramangala,Penthouse,2,846,241.73506309988574,2023,4,2,Unfurnished,0,3,7,North,Third+,Ready to move,No,Basic,Good,28573.884527173253,2,355.1881153596819,1
Gujarat,Mumbai,Bandra,Apartment,5,677,106.7055444548156,1995,9,5,Unfurnished,0,19,14,North,First,Ready to move,Yes,Luxury,Poor,15761.52798446316,30,156.78545241769115,0
Delhi,Hyderabad,Koramangala,Villa,5,3441,377.6175363687642,2018,4,0,Unfurnished,3,2,20,East,First,Ready to move,No,Luxury,Good,10974.063829374141,7,554.8440484786706,1
Telangana,Delhi,Whitefield,Penthouse,3,2979,76.6682718856708,2012,9,3,Semi-Furnished,1,2,16,North,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,2573.624433892944,13,112.65084448135224,1
Maharashtra,Bangalore,Koramangala,Penthouse,4,2224,135.12403927082698,1998,8,3,Semi-Furnished,2,3,12,North,First,Ready to move,Yes,"Gym, Pool",Excellent,6075.721190235026,27,198.54154475125196,1
Maharashtra,Delhi,Whitefield,Apartment,4,1822,114.27486447155425,2014,7,2,Furnished,0,11,23,South,Third+,Ready to move,Yes,"Gym, Pool, Park",Poor,6271.9464583729,11,167.90726684056952,1
Karnataka,Delhi,T Nagar,Independent House,3,1383,285.2094945761494,2008,2,5,Furnished,1,17,11,North,Second,Ready to move,No,"Gym, Pool",Poor,20622.52310745838,17,419.06631815067374,0
Delhi,Chennai,Koramangala,Independent House,3,3049,439.1283641603035,2002,0,4,Unfurnished,3,18,18,West,First,Ready to move,Yes,Luxury,Good,14402.373373575056,23,645.223634779989,1
Maharashtra,Hyderabad,Andheri,Independent House,2,3009,265.3232965550809,2021,4,3,Furnished,2,10,12,North,First,Ready to move,Yes,"Gym, Pool",Poor,8817.656914426085,4,389.8469690575132,1
Tamil Nadu,Chennai,Whitefield,Villa,2,3481,47.9568573303062,2012,2,4,Unfurnished,2,17,24,East,First,Ready to move,Yes,"Gym, Pool",Good,1377.674729396903,13,70.46435695051082,1
Delhi,Ahmedabad,Whitefield,Independent House,1,3038,290.426686686479,2001,4,4,Semi-Furnished,2,13,10,North,Second,Ready to move,No,Luxury,Good,9559.798771773503,24,426.7320850004405,1
Tamil Nadu,Delhi,Connaught Place,Villa,2,1972,402.81007967264446,1997,8,0,Unfurnished,1,10,24,East,Third+,Ready to move,Yes,Luxury,Average,20426.474628430246,28,591.8601596810616,0
Tamil Nadu,Bangalore,T Nagar,Villa,3,458,83.4349747060749,2019,0,4,Furnished,1,13,25,West,Second,Ready to move,Yes,"Gym, Pool",Excellent,18217.24338560587,6,122.59335092273372,1
Maharashtra,Delhi,Koramangala,Penthouse,2,858,54.90138288540402,2015,0,2,Unfurnished,2,21,5,South,First,Under Construction,Yes,Basic,Good,6398.762574056412,10,80.66814332867115,1
Delhi,Hyderabad,Andheri,Independent House,4,503,110.14773322763315,2008,8,0,Unfurnished,3,2,26,South,Second,Under Construction,Yes,"Gym, Pool",Excellent,21898.157699330644,17,161.84315702723774,0
Telangana,Chennai,Connaught Place,Independent House,2,1230,378.1214349543812,2006,2,7,Unfurnished,2,1,24,North,First,Ready to move,Yes,Luxury,Average,30741.580077591967,19,555.5844408183774,0
